stddev_2_a,min_2_a,min_q_2_a,min_q_7_a,min_q_12_a,min_q_17_a,covmat_104_a,logm_9_a,entropy0_a,entropy3_a,stddev_2_b,min_2_b,min_q_2_b,min_q_7_b,min_q_12_b,min_q_17_b,covmat_104_b,logm_9_b,entropy0_b,entropy3_b,label
723.0,-1070.0,-1070.0,-1040.0,99.0,928.0,151000.0,5.23,0.0,0.0,695.0,-1210.0,84.4,949.0,976.0,-1210.0,395000.0,9.95,0.0,0.0,NEGATIVE
11.2,-25.2,-17.5,-25.2,-22.3,-19.9,582.0,5.35,0.0,0.0,11.5,-22.0,-22.0,-20.0,-4.21,-18.4,597.0,4.27,0.0,0.0,POSITIVE
146.0,-400.0,-362.0,-310.0,-347.0,-400.0,22900.0,9.06,0.0,0.0,146.0,-401.0,-354.0,-401.0,-337.0,-330.0,26800.0,8.86,0.0,4.89,POSITIVE
31.9,-110.0,-27.4,-17.0,-21.5,-110.0,5210.0,8.36,0.0,0.0,34.0,-111.0,-22.0,-111.0,-84.7,-41.0,7290.0,7.61,0.0,0.0,POSITIVE
160.0,-618.0,-618.0,-614.0,-558.0,-610.0,69100.0,10.0,0.0,0.0,164.0,-620.0,-557.0,-607.0,-569.0,-620.0,65000.0,10.2,0.0,0.0,NEGATIVE
18.5,-20.5,-20.5,-17.3,-16.9,-16.6,357.0,5.71,0.0,0.0,20.1,-22.7,-16.5,-15.8,-6.16,-22.7,3100.0,8.34,0.0,0.0,POSITIVE
8.13,11.4,17.2,14.4,11.4,13.2,461.0,6.0,4.96,4.98,8.42,10.8,10.8,13.5,14.6,12.0,692.0,5.04,4.96,4.98,NEUTRAL
240.0,-706.0,-593.0,-567.0,-592.0,-706.0,66600.0,10.4,0.0,0.0,242.0,-705.0,-592.0,-705.0,-598.0,-580.0,78900.0,10.2,0.0,0.0,NEGATIVE
146.0,-508.0,-422.0,-496.0,-508.0,-350.0,45300.0,9.08,0.0,0.0,145.0,-512.0,-512.0,-360.0,-379.0,-419.0,36100.0,9.01,0.0,0.0,POSITIVE
193.0,-410.0,-365.0,-359.0,-269.0,-410.0,22400.0,8.98,0.0,4.91,473.0,-1000.0,-353.0,-417.0,-987.0,-1000.0,91300.0,9.72,0.0,0.0,POSITIVE
11.9,2.86,2.86,10.6,15.0,9.16,1010.0,6.24,4.94,4.96,9.48,5.9,15.2,9.79,13.1,5.9,374.0,4.94,4.96,4.97,NEUTRAL
8.91,11.2,11.2,12.7,16.6,14.0,512.0,5.15,4.97,4.99,8.13,11.4,17.2,14.4,11.4,13.2,461.0,6.0,4.96,4.98,NEUTRAL
203.0,-816.0,-738.0,-816.0,-735.0,-788.0,110000.0,10.7,0.0,0.0,202.0,-786.0,-734.0,-786.0,-756.0,-764.0,108000.0,10.6,0.0,0.0,NEGATIVE
226.0,-966.0,-521.0,-796.0,-966.0,-591.0,118000.0,9.66,0.0,0.0,231.0,-968.0,-968.0,-593.0,-626.0,-821.0,110000.0,9.49,0.0,0.0,NEGATIVE
221.0,-679.0,-551.0,-595.0,-679.0,-615.0,75100.0,10.2,0.0,0.0,221.0,-679.0,-679.0,-617.0,-612.0,-566.0,80900.0,10.0,0.0,0.0,NEGATIVE
248.0,-622.0,-622.0,-613.0,-557.0,-604.0,70100.0,9.69,0.0,0.0,243.0,-659.0,-575.0,-606.0,-595.0,-659.0,67200.0,9.99,0.0,0.0,NEGATIVE
12.0,-0.572,6.63,-0.572,14.0,6.02,393.0,6.21,4.98,4.99,11.2,5.4,13.3,5.4,14.8,11.5,845.0,3.51,4.98,4.99,NEUTRAL
238.0,-666.0,-647.0,-666.0,-566.0,-596.0,77800.0,10.1,0.0,0.0,233.0,-630.0,-623.0,-630.0,-559.0,-527.0,71900.0,9.93,0.0,0.0,NEGATIVE
18.9,-15.9,-14.3,-13.0,-15.9,-9.83,245.0,5.49,0.0,0.0,18.4,-16.6,-16.6,-9.28,-5.8,-13.9,398.0,5.3,0.0,0.0,POSITIVE
234.0,-533.0,-533.0,-525.0,-525.0,-526.0,52400.0,9.72,0.0,0.0,229.0,-534.0,-530.0,-534.0,-438.0,-442.0,48100.0,9.4,0.0,0.0,NEGATIVE
8.63,5.1,10.1,11.0,13.4,5.1,399.0,4.56,4.97,4.99,8.88,5.36,13.6,5.36,10.4,16.0,410.0,5.8,4.98,4.99,NEUTRAL
17.6,-31.5,-31.5,-24.8,-21.7,-22.2,239.0,3.85,0.0,0.0,17.9,-30.5,-22.1,-23.0,-22.4,-30.5,252.0,5.4,0.0,0.0,POSITIVE
12.6,-24.0,-17.5,-8.12,-24.0,-22.8,800.0,5.5,0.0,0.0,12.9,-24.0,-24.0,-22.4,-0.313,-0.241,2480.0,6.38,0.0,0.0,POSITIVE
14.7,-8.81,-4.54,5.37,-8.81,-3.27,474.0,0.177,4.98,4.97,14.1,-9.22,-9.22,-2.7,3.74,10.8,694.0,0.793,4.98,4.97,NEUTRAL
27.7,-34.6,-4.72,-2.23,3.2,-34.6,5560.0,6.71,0.0,0.0,28.1,-34.8,3.53,-34.8,-2.12,-5.9,4110.0,8.85,0.0,0.0,POSITIVE
333.0,-759.0,-759.0,-647.0,-709.0,-543.0,98200.0,9.51,0.0,0.0,336.0,-798.0,-798.0,-650.0,-548.0,-614.0,90600.0,9.84,0.0,0.0,NEGATIVE
249.0,-642.0,-606.0,-633.0,-642.0,-622.0,76100.0,10.2,0.0,0.0,249.0,-688.0,-644.0,-592.0,-688.0,-618.0,79600.0,10.1,0.0,0.0,NEGATIVE
243.0,-749.0,-613.0,-607.0,-749.0,-682.0,80900.0,10.4,0.0,0.0,249.0,-749.0,-749.0,-691.0,-701.0,-694.0,94700.0,10.5,0.0,0.0,NEGATIVE
11.8,4.7,4.7,11.3,6.26,7.11,402.0,-1.62,0.0,0.0,11.7,1.42,5.79,8.02,1.42,6.61,623.0,5.61,0.0,0.0,NEUTRAL
10.3,-6.01,5.38,7.4,0.946,-6.01,573.0,2.29,0.0,4.96,11.9,-5.7,0.62,-5.7,-4.38,3.99,321.0,5.91,0.0,4.92,NEUTRAL
146.0,-672.0,-656.0,-590.0,-672.0,-645.0,80300.0,10.1,0.0,0.0,146.0,-679.0,-617.0,-645.0,-679.0,-602.0,81500.0,10.0,0.0,0.0,NEGATIVE
315.0,-867.0,-722.0,-867.0,-629.0,-814.0,109000.0,10.9,0.0,0.0,305.0,-808.0,-636.0,-808.0,-688.0,-541.0,98700.0,10.2,0.0,0.0,NEGATIVE
362.0,-955.0,-710.0,-955.0,-841.0,-801.0,141000.0,10.9,0.0,0.0,367.0,-866.0,-840.0,-802.0,-752.0,-866.0,125000.0,10.8,0.0,0.0,NEGATIVE
283.0,-683.0,-526.0,-488.0,-683.0,-472.0,66900.0,6.04,0.0,4.94,335.0,-690.0,-690.0,-464.0,-614.0,-297.0,72000.0,-12.6,0.0,0.0,POSITIVE
11.3,-9.13,-2.49,1.35,-9.13,4.99,385.0,5.13,0.0,0.0,10.4,-9.46,-9.46,4.7,-1.84,-2.01,729.0,5.02,0.0,0.0,POSITIVE
245.0,-756.0,-756.0,-677.0,-645.0,-630.0,96200.0,10.2,0.0,0.0,248.0,-812.0,-647.0,-629.0,-670.0,-812.0,83400.0,10.8,0.0,0.0,POSITIVE
165.0,-38.8,2.5,20.7,-18.1,-38.8,3040.0,7.81,0.0,0.0,16.3,-38.7,-17.7,-38.7,-32.2,-33.6,873.0,4.66,4.96,0.0,NEUTRAL
7.28,13.4,20.4,19.3,15.2,13.4,388.0,2.63,4.99,5.0,7.88,7.33,15.2,13.6,14.8,7.33,638.0,3.67,4.98,4.99,NEUTRAL
7.52,12.5,17.2,12.5,17.6,22.4,335.0,5.76,4.96,4.98,6.74,15.2,17.5,22.5,16.9,15.2,817.0,4.52,4.97,4.98,NEUTRAL
14.8,-16.9,-16.9,-8.0,-7.22,-5.79,606.0,5.4,0.0,0.0,13.6,-6.12,-6.12,-6.02,3.9,6.41,382.0,6.37,0.0,0.0,POSITIVE
13.6,-6.12,-6.12,-6.02,3.9,6.41,382.0,6.37,0.0,0.0,10.6,4.21,4.21,6.05,9.17,17.6,1020.0,4.98,0.0,0.0,POSITIVE
8.8,1.37,11.5,13.0,1.37,13.4,413.0,4.42,4.97,0.0,9.49,1.45,1.45,13.6,15.8,19.6,356.0,5.52,4.96,0.0,NEUTRAL
15.4,4.07,14.4,18.2,12.6,4.07,1210.0,5.83,0.0,0.0,21.6,4.17,11.9,4.17,17.1,12.2,600.0,4.64,0.0,0.0,POSITIVE
212.0,-949.0,-937.0,-870.0,-949.0,-924.0,165000.0,10.9,0.0,0.0,214.0,-977.0,-977.0,-921.0,-896.0,-889.0,169000.0,10.9,0.0,0.0,NEGATIVE
140.0,-1030.0,-994.0,-976.0,-1030.0,-974.0,192000.0,11.0,0.0,0.0,153.0,-1030.0,-1030.0,-975.0,-993.0,-992.0,190000.0,10.8,0.0,0.0,POSITIVE
209.0,-842.0,-609.0,-718.0,-842.0,-650.0,100000.0,10.1,0.0,0.0,206.0,-747.0,-747.0,-637.0,-720.0,-625.0,94500.0,10.1,0.0,0.0,NEGATIVE
19.9,-13.7,-8.75,-13.7,-12.6,-9.47,241.0,1.49,0.0,0.0,20.1,-16.1,-12.5,-9.43,-9.78,-16.1,178.0,2.99,0.0,0.0,POSITIVE
14.8,-1.87,-0.545,2.81,-1.87,9.02,886.0,5.82,0.0,4.98,13.8,-2.16,-2.16,8.4,8.25,4.92,1010.0,6.03,4.97,4.99,NEUTRAL
15.8,-2.39,5.38,3.48,2.09,-2.39,565.0,3.68,4.98,0.0,15.9,-2.29,2.67,-2.29,-0.985,2.93,935.0,3.62,0.0,0.0,NEUTRAL
11.2,-19.4,-19.4,-1.26,-5.03,-1.09,719.0,4.14,0.0,0.0,11.6,-12.7,-4.75,-0.984,-12.7,-2.17,437.0,4.63,0.0,4.97,POSITIVE
12.5,-26.6,-16.4,-7.75,-26.6,-15.7,485.0,4.95,0.0,0.0,12.2,-29.9,-26.8,-15.5,-8.71,-29.9,437.0,5.8,0.0,0.0,POSITIVE
21.6,-101.0,-101.0,-60.7,-55.1,-67.3,1090.0,6.41,0.0,0.0,19.3,-67.4,-67.4,-66.1,-47.3,-21.5,909.0,6.0,0.0,0.0,POSITIVE
31.8,-16.2,18.5,9.99,-16.2,2.35,657.0,5.49,0.0,0.0,28.7,-18.7,-18.7,3.91,34.2,-0.951,1230.0,5.18,0.0,0.0,POSITIVE
10.1,2.47,14.2,10.4,2.47,12.0,395.0,4.41,4.94,4.97,13.7,-10.7,2.82,11.8,-10.7,-6.65,603.0,5.78,4.85,4.9,NEUTRAL
11.2,-0.804,0.658,7.88,16.5,-0.804,900.0,6.35,4.96,4.97,11.0,-0.158,17.1,-0.158,18.5,7.97,1310.0,5.64,4.97,4.98,NEUTRAL
12.3,5.96,5.96,9.52,13.8,16.0,311.0,-0.901,0.0,0.0,12.3,7.13,13.7,15.8,17.1,7.13,1020.0,5.49,0.0,0.0,NEUTRAL
473.0,-1000.0,-353.0,-417.0,-987.0,-1000.0,91300.0,9.72,0.0,0.0,213.0,-1010.0,-994.0,-997.0,-1010.0,-1010.0,200000.0,11.0,0.0,0.0,POSITIVE
10.7,-2.05,3.16,-2.05,7.89,9.93,846.0,3.77,0.0,0.0,9.21,6.81,8.11,10.1,6.81,8.09,612.0,4.18,0.0,0.0,POSITIVE
268.0,-606.0,-606.0,-433.0,-511.0,-510.0,55500.0,8.58,0.0,0.0,272.0,-646.0,-512.0,-523.0,-646.0,-625.0,63900.0,9.2,0.0,0.0,POSITIVE
369.0,-883.0,-798.0,-883.0,-847.0,-769.0,141000.0,10.7,0.0,0.0,370.0,-868.0,-843.0,-767.0,-868.0,-750.0,135000.0,10.4,0.0,0.0,NEGATIVE
216.0,-632.0,-632.0,-491.0,-596.0,-573.0,62400.0,9.14,0.0,0.0,225.0,-687.0,-605.0,-573.0,-574.0,-687.0,62500.0,10.4,0.0,0.0,NEGATIVE
12.3,7.13,13.7,15.8,17.1,7.13,1020.0,5.49,0.0,0.0,12.4,2.49,17.7,7.97,3.21,2.49,889.0,6.34,0.0,0.0,NEUTRAL
250.0,-691.0,-623.0,-599.0,-691.0,-659.0,80300.0,10.3,0.0,0.0,246.0,-689.0,-689.0,-659.0,-622.0,-599.0,83800.0,10.0,0.0,0.0,NEGATIVE
8.99,-7.75,-7.75,-4.67,0.524,0.00844,811.0,4.9,0.0,4.96,9.66,-7.78,0.493,0.0445,0.39,-7.78,576.0,4.94,0.0,4.96,POSITIVE
274.0,-701.0,-639.0,-697.0,-701.0,-666.0,87100.0,10.4,0.0,0.0,262.0,-699.0,-699.0,-666.0,-654.0,-677.0,87100.0,10.4,0.0,0.0,NEGATIVE
17.3,-17.7,-2.17,-11.5,-9.12,-17.7,431.0,4.82,0.0,0.0,17.0,-17.5,-9.37,-17.5,-8.28,-3.76,352.0,4.97,0.0,0.0,POSITIVE
7.4,9.59,12.8,12.8,9.59,12.7,432.0,5.05,4.97,4.98,8.3,9.16,9.16,12.2,20.5,15.3,520.0,5.06,0.0,4.97,NEUTRAL
31.2,-19.3,-5.14,-19.1,-19.3,-4.28,681.0,5.79,0.0,0.0,16.8,-20.3,-20.3,-4.06,-0.122,-8.87,300.0,2.94,0.0,0.0,POSITIVE
198.0,-823.0,-758.0,-823.0,-766.0,-760.0,120000.0,10.7,0.0,0.0,195.0,-886.0,-762.0,-777.0,-739.0,-886.0,113000.0,10.8,0.0,0.0,NEGATIVE
7.75,19.3,20.0,19.3,19.8,20.7,584.0,6.05,4.97,4.99,7.65,18.1,20.0,20.9,20.9,18.1,767.0,4.75,4.98,4.99,NEUTRAL
158.0,-507.0,-431.0,-408.0,-507.0,-481.0,39900.0,9.53,0.0,0.0,167.0,-530.0,-494.0,-478.0,-479.0,-530.0,45800.0,9.75,0.0,0.0,NEGATIVE
15.1,-11.3,-1.82,9.46,-11.3,4.94,746.0,5.76,4.96,4.97,13.9,-11.7,-11.7,4.68,10.3,6.95,882.0,5.01,4.97,4.98,NEUTRAL
232.0,-666.0,-574.0,-517.0,-666.0,-546.0,67800.0,9.82,0.0,0.0,232.0,-664.0,-664.0,-546.0,-608.0,-662.0,71500.0,10.2,0.0,0.0,NEGATIVE
9.02,9.83,9.83,14.9,12.7,16.4,458.0,3.06,4.99,4.99,8.71,11.2,12.5,16.4,11.2,15.1,717.0,5.48,4.98,4.99,NEUTRAL
20.1,-19.4,-4.85,-16.8,-13.5,-19.4,178.0,5.42,0.0,0.0,19.9,-23.4,-13.2,-23.4,-16.5,-20.3,529.0,4.47,0.0,0.0,POSITIVE
203.0,-752.0,-719.0,-733.0,-632.0,-752.0,97400.0,10.7,0.0,0.0,206.0,-948.0,-629.0,-754.0,-650.0,-948.0,92300.0,11.2,0.0,0.0,POSITIVE
12.4,0.0237,0.0237,5.78,4.32,11.0,689.0,6.16,0.0,0.0,30.6,-25.7,3.53,11.3,-18.2,-25.7,2840.0,6.44,0.0,0.0,NEUTRAL
221.0,-689.0,-574.0,-689.0,-671.0,-556.0,78400.0,10.1,0.0,0.0,237.0,-683.0,-683.0,-510.0,-464.0,-339.0,60100.0,7.86,0.0,0.0,NEGATIVE
12.0,-2.21,5.77,1.67,-2.13,-2.21,537.0,6.88,4.99,4.99,13.7,-6.08,-3.72,-6.08,-1.92,8.49,1310.0,6.34,4.99,4.99,NEUTRAL
15.8,-5.88,8.56,4.32,0.388,-5.88,541.0,4.46,0.0,0.0,19.4,-7.87,-1.2,-7.87,-6.66,-1.47,280.0,4.84,0.0,0.0,POSITIVE
147.0,-1010.0,-983.0,-1010.0,-1000.0,-1010.0,190000.0,10.9,0.0,0.0,141.0,-1010.0,-1010.0,-1010.0,-1000.0,-1010.0,190000.0,10.9,0.0,0.0,NEGATIVE
10.4,-9.46,-9.46,4.7,-1.84,-2.01,729.0,5.02,0.0,0.0,7.35,-2.32,-1.34,-2.32,1.54,6.41,414.0,5.49,0.0,0.0,POSITIVE
15.3,1.84,11.4,1.84,14.0,7.26,564.0,4.37,4.97,4.97,14.8,1.3,14.1,6.88,1.3,10.9,280.0,4.94,4.97,4.98,NEUTRAL
235.0,-606.0,-606.0,-494.0,-521.0,-520.0,55300.0,9.36,0.0,0.0,234.0,-533.0,-533.0,-525.0,-525.0,-526.0,52400.0,9.72,0.0,0.0,NEGATIVE
17.7,-20.1,-1.98,-16.0,-11.6,-20.1,940.0,4.78,0.0,0.0,19.4,-19.9,-11.3,-19.9,-5.18,-9.86,685.0,6.06,0.0,0.0,POSITIVE
17.4,-5.77,5.77,16.1,12.8,-5.77,518.0,7.7,0.0,0.0,20.9,-9.64,12.2,-5.48,20.1,-9.64,4970.0,5.76,0.0,0.0,NEUTRAL
350.0,-860.0,-785.0,-860.0,-764.0,-739.0,124000.0,10.6,0.0,0.0,354.0,-763.0,-763.0,-739.0,-689.0,-744.0,103000.0,10.5,0.0,0.0,NEGATIVE
27.2,-6.74,8.63,3.94,-6.74,10.4,475.0,7.92,0.0,0.0,41.0,-77.9,-6.3,9.95,-77.9,-30.6,4640.0,3.97,0.0,0.0,POSITIVE
113.0,-719.0,-691.0,-625.0,-675.0,-719.0,81500.0,10.4,0.0,0.0,114.0,-722.0,-676.0,-722.0,-609.0,-628.0,87200.0,10.2,0.0,0.0,NEGATIVE
206.0,-695.0,-530.0,-571.0,-627.0,-695.0,64400.0,10.5,0.0,0.0,213.0,-692.0,-631.0,-692.0,-552.0,-622.0,77900.0,10.3,0.0,0.0,NEGATIVE
148.0,-700.0,-618.0,-700.0,-634.0,-619.0,82600.0,10.2,0.0,0.0,146.0,-698.0,-632.0,-596.0,-698.0,-672.0,79400.0,10.2,0.0,0.0,NEGATIVE
360.0,-999.0,-999.0,-893.0,-870.0,-878.0,161000.0,10.7,0.0,0.0,357.0,-880.0,-866.0,-880.0,-860.0,-840.0,144000.0,10.8,0.0,0.0,NEGATIVE
79.1,-218.0,24.0,7.69,-65.1,-218.0,812.0,7.88,0.0,0.0,97.9,-218.0,-65.5,-218.0,-32.9,-111.0,4160.0,7.56,0.0,0.0,POSITIVE
233.0,-622.0,-622.0,-585.0,-574.0,-596.0,71600.0,9.83,0.0,4.95,221.0,-587.0,-574.0,-587.0,-462.0,-518.0,59900.0,9.78,0.0,4.94,POSITIVE
57.6,-19.7,13.3,3.66,33.4,-19.7,759.0,5.78,0.0,0.0,59.1,-19.2,33.5,-18.3,-19.2,-2.05,750.0,5.09,0.0,0.0,NEUTRAL
300.0,-846.0,-758.0,-693.0,-846.0,-801.0,114000.0,10.2,0.0,0.0,300.0,-905.0,-846.0,-800.0,-869.0,-905.0,136000.0,10.6,0.0,0.0,NEGATIVE
15.0,-22.2,-21.7,-5.96,-11.4,-22.2,544.0,4.7,0.0,0.0,14.1,-22.0,-11.6,-22.0,-3.28,-12.9,564.0,5.03,0.0,0.0,POSITIVE
16.8,-10.1,-10.1,-6.3,-7.6,-9.95,232.0,4.33,0.0,0.0,16.0,-9.98,-7.62,-9.98,-9.36,-7.46,311.0,3.72,0.0,0.0,POSITIVE
17.2,-0.981,-0.981,1.26,5.38,8.37,815.0,6.77,4.98,4.98,15.5,4.34,4.34,7.93,10.5,12.3,892.0,5.49,4.98,4.98,NEUTRAL
10.7,3.39,7.36,3.39,7.24,7.63,641.0,4.67,4.97,4.98,10.4,6.96,6.96,7.86,7.66,8.04,948.0,6.26,4.97,4.99,NEUTRAL
17.6,-7.27,-7.27,-5.14,-3.28,7.18,388.0,5.39,0.0,0.0,30.6,-36.9,-3.57,9.44,16.6,-36.9,4930.0,4.53,0.0,0.0,POSITIVE
14.8,-7.85,3.22,-5.93,-1.53,-7.85,919.0,4.72,4.99,4.99,14.5,-7.93,-1.1,-7.93,-7.85,-3.23,477.0,5.16,4.99,4.99,NEUTRAL
9.23,-0.615,4.48,5.5,-0.615,9.32,1730.0,5.54,0.0,0.0,9.26,2.94,6.52,10.7,2.94,5.38,608.0,4.74,0.0,0.0,POSITIVE
10.7,5.44,8.17,7.22,5.44,10.4,675.0,4.53,4.97,4.99,11.0,0.109,5.46,10.2,7.97,0.109,303.0,3.47,4.96,4.98,NEUTRAL
252.0,-714.0,-714.0,-554.0,-596.0,-693.0,79500.0,10.1,0.0,4.93,258.0,-745.0,-594.0,-691.0,-640.0,-745.0,84100.0,10.7,0.0,4.95,POSITIVE
208.0,-604.0,-523.0,-604.0,-587.0,-558.0,61500.0,10.1,0.0,0.0,215.0,-672.0,-589.0,-557.0,-672.0,-670.0,69900.0,9.82,0.0,0.0,NEGATIVE
194.0,-567.0,-515.0,-380.0,-567.0,-546.0,49000.0,9.74,0.0,0.0,199.0,-573.0,-573.0,-540.0,-527.0,-557.0,59600.0,9.9,0.0,0.0,NEGATIVE
10.9,-20.4,-8.95,-20.4,-11.1,-15.1,539.0,6.51,0.0,0.0,12.0,-26.2,-10.9,-15.6,-26.2,-15.4,746.0,5.3,0.0,0.0,POSITIVE
237.0,-782.0,-570.0,-633.0,-782.0,-484.0,85500.0,6.46,0.0,0.0,239.0,-793.0,-793.0,-485.0,-580.0,-519.0,77200.0,5.92,0.0,0.0,NEGATIVE
20.6,-32.0,-32.0,-29.0,-19.9,-29.8,207.0,5.52,0.0,0.0,19.0,-29.5,-19.0,-29.5,-16.7,-16.5,353.0,4.23,0.0,0.0,POSITIVE
8.37,8.83,17.6,15.1,14.8,8.83,1350.0,6.47,4.98,4.99,8.17,8.76,14.8,8.76,10.8,15.7,777.0,6.2,4.97,4.99,NEUTRAL
321.0,-884.0,-816.0,-884.0,-803.0,-651.0,135000.0,9.83,0.0,0.0,310.0,-808.0,-808.0,-653.0,-755.0,-692.0,106000.0,10.0,0.0,0.0,NEGATIVE
10.4,3.97,8.9,7.62,14.7,3.97,475.0,5.27,0.0,0.0,10.7,4.07,14.5,4.25,14.7,4.07,497.0,6.34,4.94,4.97,NEUTRAL
11.0,-8.7,3.66,-5.78,2.76,-8.7,568.0,5.4,0.0,0.0,11.1,-10.9,2.42,-9.02,-10.9,1.14,539.0,5.41,0.0,0.0,POSITIVE
12.6,4.2,4.2,5.6,10.6,21.8,2980.0,5.57,0.0,0.0,134.0,10.3,10.3,21.4,110.0,82.6,4930.0,-1.09,0.0,4.94,POSITIVE
225.0,-937.0,-847.0,-798.0,-892.0,-937.0,141000.0,11.1,0.0,0.0,218.0,-938.0,-896.0,-938.0,-932.0,-879.0,162000.0,10.8,0.0,0.0,NEGATIVE
8.46,4.02,17.7,4.02,15.9,16.8,963.0,5.35,4.99,4.99,12.6,-1.09,16.4,15.3,-1.09,22.7,594.0,5.49,0.0,0.0,NEUTRAL
321.0,-838.0,-838.0,-722.0,-677.0,-684.0,107000.0,9.88,0.0,0.0,316.0,-706.0,-681.0,-683.0,-663.0,-706.0,87000.0,10.5,0.0,0.0,NEGATIVE
293.0,-663.0,-663.0,-157.0,89.1,-26.7,39500.0,-7.29,0.0,4.87,145.0,-25.1,85.2,-18.5,-25.1,40.8,1170.0,3.34,0.0,4.91,POSITIVE
130.0,-484.0,-484.0,-442.0,-435.0,-450.0,34800.0,9.35,0.0,0.0,126.0,-480.0,-404.0,-413.0,-451.0,-480.0,35300.0,9.14,0.0,0.0,NEGATIVE
8.55,12.6,15.6,16.5,12.6,14.0,594.0,5.7,4.97,4.99,7.81,11.5,12.7,13.8,14.1,11.5,516.0,5.46,4.98,4.99,NEUTRAL
0.184,-971.0,-971.0,-971.0,-971.0,-971.0,175000.0,10.9,0.0,0.0,0.19,-971.0,-971.0,-971.0,-971.0,-971.0,178000.0,10.9,0.0,0.0,NEGATIVE
11.6,-10.1,1.44,-10.1,-5.76,4.61,427.0,3.31,0.0,4.95,11.1,-17.7,-6.07,3.68,-1.89,-17.7,692.0,5.91,0.0,4.94,POSITIVE
17.4,-1.38,2.56,-0.0608,7.75,-1.38,666.0,5.01,4.97,4.96,17.4,-1.72,7.65,-1.72,7.89,12.2,462.0,3.38,4.95,4.94,NEUTRAL
191.0,-569.0,-492.0,-569.0,-520.0,-569.0,52900.0,10.1,0.0,0.0,206.0,-695.0,-530.0,-571.0,-627.0,-695.0,64400.0,10.5,0.0,0.0,NEGATIVE
12.6,-15.6,7.05,16.7,18.7,-15.6,1190.0,5.24,4.95,4.98,15.8,-15.5,18.8,-15.5,2.54,14.5,642.0,5.93,0.0,0.0,NEUTRAL
219.0,-595.0,-569.0,-546.0,-595.0,-512.0,65000.0,9.71,0.0,0.0,213.0,-619.0,-599.0,-504.0,-571.0,-619.0,62800.0,10.1,0.0,0.0,NEGATIVE
167.0,-647.0,-618.0,-647.0,-583.0,-494.0,75100.0,9.74,0.0,0.0,153.0,-585.0,-585.0,-495.0,-446.0,-473.0,51400.0,9.2,0.0,0.0,NEGATIVE
339.0,-756.0,-702.0,-705.0,-756.0,-734.0,102000.0,10.4,0.0,0.0,334.0,-762.0,-755.0,-727.0,-759.0,-762.0,108000.0,10.5,0.0,0.0,NEGATIVE
9.04,11.7,11.7,19.6,18.6,12.2,707.0,6.85,4.98,4.98,10.3,4.82,18.9,11.9,4.82,5.81,1710.0,5.91,4.97,4.97,NEUTRAL
125.0,-68.0,-35.0,-64.8,-68.0,-59.2,4700.0,8.05,0.0,0.0,25.2,-67.7,-67.7,-58.6,-25.0,-27.0,1290.0,5.46,0.0,0.0,NEUTRAL
30.0,-0.955,33.9,-0.955,25.8,18.4,683.0,6.3,0.0,0.0,35.4,-18.5,24.3,17.9,-1.74,-18.5,753.0,0.461,0.0,0.0,POSITIVE
229.0,-534.0,-530.0,-534.0,-438.0,-442.0,48100.0,9.4,0.0,0.0,232.0,-569.0,-438.0,-441.0,-471.0,-569.0,38500.0,10.0,0.0,0.0,NEGATIVE
207.0,-499.0,-458.0,-405.0,-389.0,-499.0,34000.0,9.36,0.0,0.0,205.0,-504.0,-394.0,-504.0,-447.0,-418.0,38300.0,9.57,0.0,0.0,NEGATIVE
222.0,-852.0,-732.0,-852.0,-770.0,-731.0,120000.0,10.6,0.0,0.0,215.0,-772.0,-772.0,-734.0,-756.0,-638.0,111000.0,10.3,0.0,0.0,NEGATIVE
148.0,-554.0,-458.0,-554.0,-506.0,-517.0,50100.0,9.76,0.0,0.0,167.0,-606.0,-468.0,-514.0,-594.0,-606.0,55500.0,9.51,0.0,0.0,NEGATIVE
7.67,8.11,14.0,26.1,19.2,8.11,899.0,5.32,4.98,4.99,7.6,8.68,19.7,8.68,22.5,15.5,460.0,6.5,4.98,4.99,NEUTRAL
10.6,1.77,15.2,6.7,1.77,15.1,1160.0,5.88,0.0,0.0,10.7,0.877,0.877,14.2,13.6,15.5,1010.0,5.08,0.0,0.0,NEUTRAL
19.0,-35.0,-14.9,-19.2,-35.0,-29.6,350.0,5.04,0.0,0.0,17.5,-34.5,-34.5,-28.9,-31.2,-23.9,230.0,3.78,0.0,0.0,POSITIVE
243.0,-655.0,-597.0,-637.0,-577.0,-655.0,70700.0,10.4,0.0,0.0,245.0,-663.0,-576.0,-663.0,-632.0,-633.0,75400.0,10.3,0.0,0.0,NEGATIVE
17.5,-34.5,-34.5,-28.9,-31.2,-23.9,230.0,3.78,0.0,0.0,17.6,-31.5,-31.5,-24.8,-21.7,-22.2,239.0,3.85,0.0,0.0,POSITIVE
199.0,-511.0,-466.0,-408.0,-424.0,-511.0,35700.0,9.39,0.0,0.0,204.0,-597.0,-423.0,-507.0,-597.0,-567.0,49600.0,9.28,0.0,0.0,NEGATIVE
162.0,-998.0,-998.0,-987.0,-940.0,-923.0,194000.0,10.8,0.0,0.0,164.0,-948.0,-948.0,-932.0,-843.0,-865.0,167000.0,10.8,0.0,0.0,POSITIVE
